,id,text,author_id,lang,withheld,geo
8,1389462321735499782,RT @RifatJawaid: Blood boiling. Pfizer chief says he had submitted the application to register his vaccine in India months ago but still no…,3271212810,en,,
9,1389462321513132036,RT @DrTonyLeachon: We have reached a catch 22 situation. Damn if you do - our people can’t have the better vaccines for one year. Damn if y…,962718131029344256,en,,
0,1389462321303543811,"RT @OfficialNcoc: Vaccine Statistics: 
Vaccine administered across Pakistan on 3rd May: 164,168
Total vaccine administered till now: 2,766,…",1383017797379297281,en,,
1,1389462320825266179,RT @Article14live: #Modi govt says there were no warning from scientists about #COVID19 surge. But @UMich prof @BhramarBioStat raised alarm…,10964242,en,,
2,1389462320636735491,RT @ASCALON_dnity: วัคซีนโควิดของ Pfizer กับ Moderna เป็น mRNA vaccine ไม่ปลอดภัยสำหรับคนที่เคยมีอาการแพ้แบบรุนแรง (anaphylaxis) หรือมีการแ…,1070170994315165696,th,,
3,1389462320611569664,"RT @zoeharcombe: If you really think they will go to all the trouble of a vaccine passport, for 1 virus, which was associated with 1 death…",3581406856,en,,
4,1389462320556949504,"RT @Drvilasjagdale: A day when @SerumInstIndia started distribution of vaccine,
Look at the social distancing and mask,
Still you believe a…",1088438161540149248,en,,
5,1389462320116428800,RT @ASCALON_dnity: วัคซีนโควิดของ Pfizer กับ Moderna เป็น mRNA vaccine ไม่ปลอดภัยสำหรับคนที่เคยมีอาการแพ้แบบรุนแรง (anaphylaxis) หรือมีการแ…,1097855011910873088,th,,
6,1389462319974002690,"RT @PrasharSdp: Reality as Many losing Jobs

Seafarers are no more Frontline Workers as per many States and @MoHFW_INDIA

All Seafarers str…",211745632,en,,
7,1389462317910298625,"RT @jaysaran: TPBS สรุปเรื่อง vaccine

Moderna เอกชนเอาเข้าจ่ายเอง
Pfizer ถ้าได้ฉีดในเด็กก่อน
AZ Sinovac ตัวยืน
AZ ให้ในอายุมากกว่า 60
Sput…",1160517641993256965,th,,
8,1389462316849106948,RT @ashajadeja325: US purchased 600 million vaccines for a population of 300 million. Indian Govt purchased 11 mil vaccines for a populatio…,3055319406,en,,
9,1389462316098494465,"RT @GovRonDeSantis: I was proud to sign landmark legislation &amp; 2 executive orders to protect individual liberties. SB 2006:
✔️Bans Vaccine…",65587882,en,,
0,1389462315721011201,RT @toadmeister: A new peer-reviewed study gives an authoritative overview of the impressive record of Ivermectin in treating COVID-19. Why…,1344731884937490433,en,,
1,1389462315137830912,RT @nanaicez: Vaccine Tourism ประเทศที่รอคอยมากที่สุดคือ ญี่ปุ่นกับเกาหลี,1251667184243240960,th,,
2,1389462314831646721,RT @ajain_aca: Don't have budget for vaccine. Poor people gas's subsidy no more. Regular trains r special trains with extra ordinary fare.…,3109605324,en,,
3,1389462313879707648,@omnivwhore I've started a vaccine drive at home now,1388027502463909890,en,,
4,1389462313678393345,RT @TheRightMelissa: WHO Admits Gates-Backed Vaccine Caused Recent Polio Outbreak in Africa.  https://t.co/qIdbEJulyy,857897370419421185,en,,
5,1389462313518862336,Covid-19 Vaccines by Drone: Zipline Delivers https://t.co/eKOqvYqoDC,2375456539,en,,
6,1389462313334452227,RT @mashable: John Oliver debunked a pile of COVID-19 vax myths to help fight vaccine hesitancy https://t.co/YNUtYU7fqo https://t.co/40eB7r…,32446180,en,,
7,1389462313300803585,"BTW you don't need #aadhaar to get your vaccine dose. When my parents went for vaccination, they were told otherwise. But I used a different ID. They asked for #aadhaar, I refused, they did not insist.",161588980,en,,
8,1389462312579436545,RT @fuslie: 2nd vaccine side effects do be rough.. lying in bed with a lil fever watching GTA streams wishing i could play rn too 🤒 https:/…,894829789860601858,en,,
9,1389462310847090689,"RT @arpitrage: Crucial context for the slow vaccine rollout in India. India bet big on Novavax — which, for various and unclear reasons, re…",58378418,en,,
0,1389462310612176898,"RT @EASTLA_NEWS: FREE VACCINES 
AT GARFIELD HIGH SCHOOL 
EAST L.A.
Let’s get VACCINATED! https://t.co/xdmkaGqOoW",980597014093168641,en,,
1,1389462309651849218,Your next Covid-19 vaccine could be a pill or a nasal spray as drugmakers develop the next generation of drugs to tackle coronavirus variants and avert future pandemics https://t.co/shw9Kl5jcx via @WSJ,85644587,en,,
2,1389462309605715971,"RT @Lukewearechange: Florida Man wins again!

""'We are no longer in a state of emergency': Florida Gov Ron DeSantis lifts ALL remaining COV…",3229114098,en,,
3,1389462308687069187,"RT @rameshraliya: (Another, customer/money?) made in India, making jobs &amp; investment in the UK. 

Why this is happening- policy! people! Ea…",1230463695760822272,en,,
4,1389462308540272640,"Gov. Ralph Northam is not ruling out COVID-19 vaccine passports as a condition for entry into certain places but, on Monday, he said his administration has no current plans to use them in Virginia.

https://t.co/XylwTy8bCA",16259594,en,,
5,1389462308540149761,RT @sk_traza98: India is the world's largest producer of vaccines. This was known even before the pandemic. We produce nearly 60 per cent o…,1233367297433067520,en,,
6,1389462308221460481,"RT @allen_pais: India has app. 80 cr adult pop. and to fully vaccinate them, we need to administer 160 cr vaccines. At the current pace of…",2435416195,en,,
7,1389462307583889412,Vaccine is not available at Limbdi... my father has already taken 1st dose and now it’s time for 2nd dose... when it will be available at Limbdi...? @CollectorSRN,150980753,en,,
8,1389462306568822784,"RT @HimeshMankad: #YRF to vaccinate the entire Hindi film industry workers, requests Maharashtra CM to allow purchasing 60,000 coronavirus…",1261943034444382209,en,,
9,1389462306279464961,"RT @revanth_anumula: Clueless Government,Flawed Policies &amp; Acute mismanagement has led to a situation where the country even don't have eno…",1101783641754034176,en,,
0,1389462306212429827,RT @NassauExecutive: VACCINE ALERT: Appointments are available and walk-ins accepted tomorrow 5/4 at Nassau Community College from 3:30-7:3…,950988563377684480,en,,
1,1389462306199937025,"RT @ddlovato: Getting the vaccine came down to one thought process for me, I simply would rather risk potential side effects of a vaccine t…",2551116630,en,,
2,1389462305679847425,RT @nanaicez: Vaccine Tourism ประเทศที่รอคอยมากที่สุดคือ ญี่ปุ่นกับเกาหลี,2909764411,th,,
3,1389462305671368707,RT @means_tv: Oxford University planned to release its COVID-19 vaccine for free but was urged to reconsider by the Bill and Melinda Gates…,326220400,en,,
4,1389462305251885057,RT @leorahorwitzmd: I find the tone of this article frustrating. Herd immunity does not mean eradication. No expert ever thought we would e…,538467434,en,,
5,1389462305205858306,"Hourly #St0nks Update:

Stock market RISES as KHAIRY: SECOND DOSE OF ASTRAZENECA COVID-19 VACCINE TO BE GIVEN 12 WEEKS AFTER FIRST - THE STAR ONLINE

(This is for entertainment purposes only. This Tweet was sent automatically using https://t.co/woXnw7jyCv)",936148040804683776,en,,
6,1389462304165556229,RT @rohini_sgh: Dear @drharshvardhan- if you are done with your chaaplusi and low level trolling can you inform citizens why hasn’t the Pfi…,1010434376,en,,
7,1389462303700000774,"RT @easwaranrutnam: The first batch of 15,000 doses of the Russian Sputnik V vaccine arrived in Sri Lanka today. Read the full story here…",444534554,en,,
8,1389462303586783232,"RT @GravelInstitute: Here's Joe Biden in 2020 explicitly promising that he would waive vaccine patents as President.
https://t.co/HZCvjpJD3D",1235842054615261188,en,,
9,1389462303532142594,RT @ASCALON_dnity: วัคซีนโควิดของ Pfizer กับ Moderna เป็น mRNA vaccine ไม่ปลอดภัยสำหรับคนที่เคยมีอาการแพ้แบบรุนแรง (anaphylaxis) หรือมีการแ…,1381068566,th,,
0,1389462303515492359,RT @indrajeetmaximo: Rumours spreading online that women should not take the COVID-19 vaccine 5 days before and after the menstrual cycle a…,1286369183945523200,en,,
1,1389462302911516674,"RT @FaheemYounus: How Vaccine Can Liberate You

See the right side of the graphic https://t.co/YoSw3Pm3lI",4027834109,en,,
2,1389462302890491908,RT @PuangSad: ยายได้คิวฉีด Vaccine Astrazeneca เดือนหน้า สำหรับคนแก่อายุ 80 กว่า โรคประจำตัวความดันโลหิตสูง ทั้งวัคซีนและโรคไม่มีปัญหา ผลข้…,1053453089166974978,th,,
3,1389462302420766731,RT @means_tv: Oxford University planned to release its COVID-19 vaccine for free but was urged to reconsider by the Bill and Melinda Gates…,1335480710572822529,en,,
4,1389462301741404161,"RT @DHSCgovuk: ""So play your part, roll your sleeves up, and get the vaccine.""

Every vaccination gives us hope.

Discover how #NHS staff,…",1195029672737853441,en,,
5,1389462300583628805,RT @wanderwaii: หลายคนถามว่าครอบครัวที่ใช้ชีวิตอยู่ที่ us ได้ฉีด vaccine หรือยัง ตอบเลยว่า ฉีดเสร็จนานแล้วค่ะ เพื่อนๆก็ฉีดกันครบตั้งแต่สองเ…,958695314357075968,th,,
6,1389462300088799232,RT @QasimRashid: Lift the vaccine patents. Make them free worldwide. It is the only humane &amp; logical thing to do. https://t.co/XTYuD9xTF8,523548063,en,,
7,1389462299295961089,"RT @AmerMedicalAssn: Find your #COVID19 vaccine CPT code with the help of #OurAMA. Use our streamlined, interactive resource to determine t…",1104026818691170304,en,,
8,1389462298939506690,RT @globalhlthtwit: Many millions will die this year. It's no longer enough to beg Europe/USA to share vaccines + donate money. It won't wo…,1673865013,en,,
9,1389462298914279424,RT @nanaicez: Vaccine Tourism ประเทศที่รอคอยมากที่สุดคือ ญี่ปุ่นกับเกาหลี,1308815168952958977,th,,
0,1389462298503352325,Joe Berkowitz: Viewpoint: Herpes linked to COVID vaccine? Rupert Murdoch’s New York Post descends into conspiracy mongering https://t.co/yhIrF10Ey5,240286075,en,,
1,1389462298318688259,RT @ASCALON_dnity: วัคซีนโควิดของ Pfizer กับ Moderna เป็น mRNA vaccine ไม่ปลอดภัยสำหรับคนที่เคยมีอาการแพ้แบบรุนแรง (anaphylaxis) หรือมีการแ…,984142717872517120,th,,
2,1389462298184622081,RT @nomasnomorelive: @Tristan_TWNC @OnlineDentistTz @JoshDenny most of the work was done by DARPA as well.  so the only thing shady about t…,935363380369641473,en,,
3,1389462296930312192,RT @AkshayDhuri14: We appreciate all the efforts that are being currently taken by @mybmc and hope we together overcome this situation soon…,123006051,en,,
4,1389462296720773120,RT @ShreeParadkar: Let’s hope these irreconcilable differences are over him opposing waivers to patents that would allow poor countries to…,253086457,en,,
5,1389462295781249031,Only 0.22 pc COVID-19 vaccine wastage in Maha: Congress https://t.co/Dz1cKm1CT0,1306634894794129409,en,,
6,1389462295600713733,RT @wirojlak: ฟิลิปปินส์อนุมัติวัคซีน Sinovac สำหรับการใช้ในกรณีฉุกเฉิน แต่ไม่แนะนำให้ใช้กับบุคลากรทางการแพทย์ เนื่องจากประสิทธิภาพที่ต่ำ…,1010858839854288896,th,,
7,1389462295319830531,RT @rondetta7513: @leftcoastbabe @Amy_Siskind I have relatives who believe the vaccines have aborted cells in them and Pelosi is making $ o…,2396852190,en,,
8,1389462295219105792,"RT @ANI: The positivity rate &amp; number of deaths are increasing in the state. Now, the infection has started to spread to the rural areas. E…",459409780,en,,
9,1389462295185559559,"RT @Ezrazzzz: Rare blood clot sebab vaccine takut, makan fatty food, oily food hari² yg boleh cause atherosclerosis tak takut. Tu lg common…",1261282118937669639,in,,
0,1389462294975762436,RT @ASCALON_dnity: วัคซีนโควิดของ Pfizer กับ Moderna เป็น mRNA vaccine ไม่ปลอดภัยสำหรับคนที่เคยมีอาการแพ้แบบรุนแรง (anaphylaxis) หรือมีการแ…,546855735,th,,
1,1389462293524611075,"RT @RiverEHall: 70% of Seattle residents have gotten at least one dose of the vaccine. Proud of you, Emerald City.",28973064,en,,
2,1389462292681613319,गज़ब... Corona Vaccine में चहेतों को फायदा पहुंचाने के लिए अधिकारियों ने निकाला ये 'रास्ता'! https://t.co/vWJNrs6YeR,1657620379,hi,,
3,1389462292652249088,RT @florian_krammer: For everybody worried about getting an mRNA SARS-CoV-2 vaccine during pregnancy: https://t.co/WJpQrQVftU https://t.co/…,1130068704341970950,en,,
4,1389462292572561410,"RT @Slate: Fighting vaccine misinformation is literally a matter of life and death, and these superspreaders aren’t helping. https://t.co/2…",888257310,en,,
5,1389462292534906881,RT @fmdonpram: Thailand's Covid-19 Vaccine development. โครงการวิจัยพัฒนาวัคซีนของไทย https://t.co/fAS4HIHGXX,2347099007,und,,
6,1389462292337631233,"RT @LOLrakshak: 26 crore vaccines for 1.3 billion people.
Did the system think it could be served like cutting chai?",1371280943818797057,en,,
7,1389462291482128384,RT @toadmeister: A new peer-reviewed study gives an authoritative overview of the impressive record of Ivermectin in treating COVID-19. Why…,1331912195194695680,en,,
8,1389462291364548611,"idk kkm staffs are supposed to help spreading the positive info for the vaccine, what's with the 'tak payah ambil' lagi lagi cakap kat orang tua 😩 of cos diorg akan percaya bcs youre from medical background, with knowledge...",487344850,en,,
9,1389462290886324224,RT @nanaicez: Vaccine Tourism ประเทศที่รอคอยมากที่สุดคือ ญี่ปุ่นกับเกาหลี,1350814237,th,,
0,1389462290316075009,"RT @robinmonotti2: ""#Florida will fine any business or school $5,000 each time it requires a “vaccine passport,” or proof of COVID-19 vacci…",1279980521406300161,en,,
1,1389462290240446466,RT @naomirwolf: A must-read about Vaccine Passports from the folks who built the no-fly list. Spoiler alert: they confirm that I’m right to…,1917838842,en,,
2,1389462289661710339,"RT @GovRonDeSantis: Thrilled to sign legislation that prohibits COVID-19 vaccine passports in Florida. Neither government, nor private busi…",19830815,en,,
3,1389462288403402754,"RT @btcty: I don't believe in ;
Vaccinating kids with covid jabs. 
Vaccine passports. 
Daily Invasion via Dover. 
Hong Kong Immigration. 
T…",1060468464371023874,en,,
4,1389462288336244740,RT @ASCALON_dnity: วัคซีนโควิดของ Pfizer กับ Moderna เป็น mRNA vaccine ไม่ปลอดภัยสำหรับคนที่เคยมีอาการแพ้แบบรุนแรง (anaphylaxis) หรือมีการแ…,1237763971987329024,th,,
5,1389462287988232193,RT @marvi_memon: The Government Covid Vaccine system works. Started at 10 am sharp. Took me 50 minutes in queue. Half a minute to register.…,1357514973128318979,en,,
6,1389462287983992835,"RT @ArtsyPabster: No, sorry, still upset that the country that can easily get and can pick which vaccine to get, practically served on a si…",18715610,en,,
7,1389462285421215744,"@MeghrajsinhJ Tya toh chaluj che yaar, gaam ma ghar ni bar aave che vaccine aapva. Ahiyaj locha che",108276322,hi,,
8,1389462285031247874,"@toknell @lenahallengren The word ""planerar"" indicates no vaccines will be given away..",1258636029436858368,en,,
9,1389462284691443712,RT @ASCALON_dnity: วัคซีนโควิดของ Pfizer กับ Moderna เป็น mRNA vaccine ไม่ปลอดภัยสำหรับคนที่เคยมีอาการแพ้แบบรุนแรง (anaphylaxis) หรือมีการแ…,1062257342035648512,th,,
0,1389462284620079104,"RT @GravelInstitute: Here's Joe Biden in 2020 explicitly promising that he would waive vaccine patents as President.
https://t.co/HZCvjpJD3D",1078878960342056961,en,,
1,1389462284552925185,RT @KGWNews: All Oregonians 16 and over can now sign-up for a COVID vaccine appointment at the Oregon Convention Center — invitations no lo…,159376219,en,,
2,1389462284322459649,RT @thisishellradio: Bill Gates's vaccine monopolism is a global health disaster: Journalist Alexander Zaitchik on the cost of pandemic IP.…,940707566602113024,en,,
3,1389462284024438784,"We support our country fight against Covid-19 , so we want my country provided free vaccine.why mask &amp; sanetiezer available in market with too much higher price.why gov not provide fare price shope in every election polling station.@MoHFW_INDIA @wbdhfw @PMOIndia @CMOfficeWB",3772417932,en,,
4,1389462283882049536,"RT @ChitnisPurva: Drive in vaccination centre in Mumbai for senior citizens and specially abled people. 

Location- Dadar

@DighavkarKiran…",96533895,en,,
5,1389462283290513411,"『2009年の豚インフルエンザ。ワクチン接種により、１０万人に４人の割合でナルコレプシーを発症』

CDCは2018年の調査で『Researchers did not detect any associations between the vaccines and narcolepsy.(https://t.co/9rFk5ACewY)』
『ナルコレプシーとの関連は検出できず』と言ってますけどね https://t.co/UPOGPNTgzy",133965650,ja,,
6,1389462283198238724,@abcperth @NadiaMits What's the rush for a vaccine that doesn't have full approval.,2477763300,en,,
7,1389462282791489536,"RT @LD_Sceptics: Germans will soon be able to reclaim some of their freedoms, but only if they agree to be vaccinated against Covid, in one…",1265143270167937026,en,,
8,1389462282506276864,RT @fuslie: 2nd vaccine side effects do be rough.. lying in bed with a lil fever watching GTA streams wishing i could play rn too 🤒 https:/…,1280364864616226821,en,,
9,1389462282481008641,RT @DrEricDing: NEW—The Food and Drug Administration is preparing to authorize use of the Pfizer-BioNTech #COVID19 vaccine in adolescents 1…,115250651,en,,
0,1389462281491202050,RT @BhagirathiCV: @sumanthraman Why? Anyway related with that? He refused vaccine formulas to india n we are so bothered abt his private li…,844404943603859457,en,,
1,1389462281449246721,RT @roccogalatilaw: More fraud. Test the unvaccinated at 43-45 cycles=   96.5% FALSE positives. But now they will test VACCINATED people at…,63487526,en,,
2,1389462280446914560,RT @TheRightMelissa: Here is Bill Gates during a Ted Talk discussing global depopulation as a solution to getting CO2 down to near zero.. b…,857897370419421185,en,,
3,1389462280098652163,RT @ASCALON_dnity: วัคซีนโควิดของ Pfizer กับ Moderna เป็น mRNA vaccine ไม่ปลอดภัยสำหรับคนที่เคยมีอาการแพ้แบบรุนแรง (anaphylaxis) หรือมีการแ…,1077920070825734145,th,,
4,1389462279918292994,"RT @RBReich: If we can all agree that the Covid vaccine should be free (of course it should), why can't we agree that insulin should also b…",704381472241659905,en,,
5,1389462279196917760,RT @ASCALON_dnity: วัคซีนโควิดของ Pfizer กับ Moderna เป็น mRNA vaccine ไม่ปลอดภัยสำหรับคนที่เคยมีอาการแพ้แบบรุนแรง (anaphylaxis) หรือมีการแ…,2606934631,th,,
6,1389462278752276484,"RT @SurrbhiM: How many more lives are we going to lose without vaccines ? Ask questions to the govt for your near and dear ones .

 #WhereA…",569040876,en,,
7,1389462278731350019,"RT @TheRickyDavila: All of the millionaire Fox propaganda hosts including their overlord are fully vaccinated, so when they continue to lie…",1019992688433811456,en,,
8,1389462278714523652,RT @SteveDeaceShow: Main reason for hesitancy to take Covid vaccine from average Americans is they assume ALL risk. If something goes wrong…,763649736318476288,en,,
9,1389462277330554883,@holdup_ledoc C'est peut-être au contraire le moment de les porter car le vacciné transmet 6x plus le virus d'après certains scientifiques 🤔,1323390556052037633,fr,,
0,1389462276567097344,"@DrZweliMkhize To date the UK had vaccinated 34 million people. SA is way behind, especially since WINTER is looming. I see disaster is on its way. WC should have been allowed to do it’s own vaccine program.",61829065,en,,
1,1389462276499980289,"@KhanMaaida Laikin corona k enzymes to hum main jaain gay na jaysay her vaccine main hota hay obviously but us ki waja say humain woh corona hojay woh ajeeb hay 
Agar un ko itna hi dar lagraha hay to kissi achi jaga say lagwain kiun k doosri jagaon say phir aik dusray say lagnay k dar hay",1254357726488154112,tl,,
2,1389462276458041344,"@covidliste On peut avoir une courbe sur ce nombre d'inscrits ? 
Une personne vacciné est elle supprimé de covidlist '",2951176252,fr,,
3,1389462275904450560,"RT @lilsasquatch66: I got the Johnson and Johnson vaccine and suddenly the entire Avengers cast is in my room calling me their ""brave littl…",227225203,en,,
4,1389462275052945411,"RT @DpEsho: @wolfofnewstreet Melinda &amp; Bill Gates are divorced after 27years. 
If you multiply 27 (years of marriage) by 19 (covid-19) and…",1231924543649918976,en,,
5,1389462274411175940,"@ambreenhaider01 @adeel_azhar When I talked abt west this means WHO EUA, EMA, FDA approvals. For clarity. As these questions arise as well. If ANVISA approves Sinovac it has some credibility. Well let's conclude tht receiving a jab of any vaccine is 100 times better than no vaccination.",463576002,en,,
6,1389462273920409600,RT @SatlokChannel: #CoronaVaccine के तीसरे चरण की शुरुआत की घोषणा। 1 मई से 18 वर्ष के ऊपर का प्रत्येक शख़्स ले सकेगा कोरोना वैक्सीन का टीका…,1317827677764472833,hi,,
7,1389462273689890816,"Maybe she has finally seem through his vaccine agenda and decided,  I have had enough of you and the devil. I mean, at the height of his covid vaccine shit,  his wife leaves. That is really  something #BillGates #billgatesdivorce https://t.co/8JzPprHu6h",27313315,en,,
8,1389462273379299330,"RT @jaysaran: TPBS สรุปเรื่อง vaccine

Moderna เอกชนเอาเข้าจ่ายเอง
Pfizer ถ้าได้ฉีดในเด็กก่อน
AZ Sinovac ตัวยืน
AZ ให้ในอายุมากกว่า 60
Sput…",1257918750415900673,th,,
9,1389462273375178752,Only one State Minister. Compare with the team accepting the Chinese #vaccine. President &amp; a battalion of Minster.  Despite #sputnik being said to be more effective than #Sinopharm https://t.co/VbNH07lbbE,368309809,en,,
0,1389462272989302794,RT @FOBAnantnag: The two most important things that can save the country from Covid are #Mask and #Vaccine.  Let’s all take responsibility…,4832518570,en,,
1,1389462270695010304,"Policy makers for Covid without any healthcare background, Health Minister promoting Coronil, Shortage of Vaccines; Is this Justified in the biggest Democracy? (2/2)",921556044651696128,en,,
2,1389462270443343878,"RT @kumarjena12345: @JPNadda @narendramodi Just Event Management. Nothing else.

Largest Vaccination Drive without VACCINE.",2237530273,en,,
3,1389462269747073029,RT @ASCALON_dnity: วัคซีนโควิดของ Pfizer กับ Moderna เป็น mRNA vaccine ไม่ปลอดภัยสำหรับคนที่เคยมีอาการแพ้แบบรุนแรง (anaphylaxis) หรือมีการแ…,976417934074552321,th,,
4,1389462269172457475,"RT @colombogazette: The first batch of 15,000 doses of the Russian Sputnik V vaccine arrived in Sri Lanka today. Read the full story here…",444534554,en,,
5,1389462268560109575,@aajtak @ndtv @ABPNews @PMOIndia @DrSJaishankar @SerumInstIndia Maine to 1 saal pehle hi kaha tha jab ye GADDAR apna vaccine ke sath Lab mein modeling ka photo dikha raha tha... UK vaccine business badhane k liye GADDAR mil gay...1947 ke baad ka Angrejo ka Gulam @adarpoonawalla,1530775026,hi,,
6,1389462268107055106,RT @ASCALON_dnity: วัคซีนโควิดของ Pfizer กับ Moderna เป็น mRNA vaccine ไม่ปลอดภัยสำหรับคนที่เคยมีอาการแพ้แบบรุนแรง (anaphylaxis) หรือมีการแ…,963396925612482561,th,,
7,1389462266978791425,"RT @drdave1999: Q: When the Salk vaccine was released to protect people from polio, the entire population lined up eagerly to get vaccinate…",3521785874,en,,
8,1389462266639122432,"@RichardGrenell @SandraSentinel Biden warp speed response was so fast, faster than the speed of light, that it didn’t just stopped the clock, but moved time backward, and he was able to get the vaccine even before he was sworn in.🤣😂",4725400273,en,,
9,1389462266320326656,"RT @hansra9: Just hang in there our brave farmers!
Follow the guidelines to protect each other from Covid-19
Get vaccine when available 
We…",1334155786939875330,en,,
0,1389462265645047808,RT @globalhlthtwit: Many millions will die this year. It's no longer enough to beg Europe/USA to share vaccines + donate money. It won't wo…,493314517,en,,
1,1389462265510965250,RT @ASCALON_dnity: อ้าว!! สรุปว่า...คนที่เป็นภูมิแพ้หรือแพ้ยาสามารถฉีดได้ตามปกติ แต่คนที่แพ้สารก่อภูมิแพ้บางชนิดเท่านั้นที่เมื่อฉีด mRNA va…,235537554,th,,
2,1389462265464717316,"RT @shivlalpatel18: When the situation in Rajasthan was uncontrollable, why did the Gehlot government give 10 thousand Remedesivir injectio…",1252190614722150406,en,,
3,1389462264961404931,RT @nanaicez: Vaccine Tourism ประเทศที่รอคอยมากที่สุดคือ ญี่ปุ่นกับเกาหลี,2271710833,th,,
4,1389462264135127041,RT @ss_suryawanshi: The world biggest vaccination drive is faltering. Maharashtra has not got enough doses for vaccination. @SerumInstIndia…,235941922,en,,
5,1389462263824896000,RT @ASCALON_dnity: วัคซีนโควิดของ Pfizer กับ Moderna เป็น mRNA vaccine ไม่ปลอดภัยสำหรับคนที่เคยมีอาการแพ้แบบรุนแรง (anaphylaxis) หรือมีการแ…,1308264008496021505,th,,
6,1389462263380197379,"RT @mark1854now: @MsRightMsRight @Majeh19 ""Why COVID Vaccines Are Dream Come True for Central Banks.....""
https://t.co/seiwlTT4M8",817160343675867137,en,,
7,1389462263128489985,"RT @ishu_dhawan: #WhereAreVaccinesThe govt has opened vaccination ovr 18 yrs of age beginning May 1, but due to vaccine shortages it can't…",429597193,en,,
8,1389462262621028361,RT @means_tv: Oxford University planned to release its COVID-19 vaccine for free but was urged to reconsider by the Bill and Melinda Gates…,611571863,en,,
9,1389462261975207936,"RT @AP: U.S. health officials conclude that it was anxiety, and not a problem with the coronavirus vaccine, that caused apparent reactions…",721263993,en,,
0,1389462261866110985,"RT @Echinanews: Almost 50 million doses of #COVID19 #vaccines under the WHO's #COVAX program have been sent to 121 countries and economies,…",1052594970,en,,
1,1389462261832425476,"So finally, most of the vaccination centers in Urwa Bazar, Distt-Gorakhpur have came up with new problems like the vaccine that is being taken by 45+ of age is not ok to 18+. Govts will supply different vaccine for them then can get yourself vaccinated. @Uppolice @CMOfficeUP",727801554,en,,
2,1389462261568208901,RT @marvi_memon: The Government Covid Vaccine system works. Started at 10 am sharp. Took me 50 minutes in queue. Half a minute to register.…,226610914,en,,
3,1389462261475942401,RT @coandmorbid: @afterexposure @DunningsBooger Is vaccine shedding anything like cropdusting? https://t.co/S8ukhUSINU,1333549998739361792,en,,
4,1389462261199118338,What the second dose of the vaccine feels like rn https://t.co/yoxagMYydJ,1283097072019763200,en,,
5,1389462260876152834,RT @rohini_sgh: Dear @drharshvardhan- if you are done with your chaaplusi and low level trolling can you inform citizens why hasn’t the Pfi…,1072453756539817987,en,,
6,1389462260746125314,"RT @4_Simplicity_: Thanks to lockdown, Waxing nahi ho paa rahe..

Thanks to load on portal/system Vaccine bhi nahi ho paa rahe! 😬😂",379110780,en,,
7,1389462260628733956,RT @toadmeister: A new peer-reviewed study gives an authoritative overview of the impressive record of Ivermectin in treating COVID-19. Why…,1056992011302133761,en,,
8,1389462260276363265,RT @MrRickyWhittle: Boom 💥 Second vaccine shot and feeling great💪🏾. ‘Walk ins’ for all ages available now across LA🙏🏾  Huge thanks to all t…,998789246986043392,en,,
9,1389462260184059905,RT @judahelise: if the vaccine is making women infertile i want like 3,1059687846,en,,
0,1389462259655610373,"RT @AhmudP: 💉 Vaccines can work, only if you have stock.",486839646,en,,
1,1389462258447798273,"RT @TheDispatchFC: Are the COVID vaccines experimental? Did they skip animal trials?

A vaccine fact check roundup.

A fact check from @Kha…",1040205445162573824,en,,
2,1389462257910919170,i say this bc now people 12+ are gonna be able to get the vaccine,1126211433350348800,en,,
3,1389462257889906692,"RT @wolfofnewstreet: Hmm, abeg what did Melinda find out? I've already taken the vaccine o, hay God",356172201,en,,
4,1389462257776607233,RT @ASCALON_dnity: วัคซีนโควิดของ Pfizer กับ Moderna เป็น mRNA vaccine ไม่ปลอดภัยสำหรับคนที่เคยมีอาการแพ้แบบรุนแรง (anaphylaxis) หรือมีการแ…,142383645,th,,
5,1389462257164185602,RT @nanaicez: Vaccine Tourism ประเทศที่รอคอยมากที่สุดคือ ญี่ปุ่นกับเกาหลี,2471162101,th,,
6,1389462257042542593,RT @ASCALON_dnity: วัคซีนโควิดของ Pfizer กับ Moderna เป็น mRNA vaccine ไม่ปลอดภัยสำหรับคนที่เคยมีอาการแพ้แบบรุนแรง (anaphylaxis) หรือมีการแ…,1028630107051573248,th,,
7,1389462256459595777,"""Florida Gov. DeSantis Suspends Local COVID-19 Emergency Orders, Bans Vaccine Passports""

https://t.co/pv9Jarm3Jm",2349574291,en,,
8,1389462256245624834,RT @ASCALON_dnity: วัคซีนโควิดของ Pfizer กับ Moderna เป็น mRNA vaccine ไม่ปลอดภัยสำหรับคนที่เคยมีอาการแพ้แบบรุนแรง (anaphylaxis) หรือมีการแ…,1448924070,th,,
9,1389462256098938882,RT @SophiaBush: We don’t have to fight smallpox because everyone was able to get vaccinated. We literally ended a disease because of modern…,20411826,en,,
0,1389462254450479106,RT @ASCALON_dnity: วัคซีนโควิดของ Pfizer กับ Moderna เป็น mRNA vaccine ไม่ปลอดภัยสำหรับคนที่เคยมีอาการแพ้แบบรุนแรง (anaphylaxis) หรือมีการแ…,1065062872772792320,th,,
1,1389462253838102529,RT @wanbasmu: Singaporean celebrities promoting vaccine. Malaysian celebrities promotes how to breach the SOP. Repetitively.,1317266940893622272,en,,
